report_month,vp,loan_number,fund_date,state,product_bucket_group,purpose,loan_amount,revenue_total_loan_level,expense_total_loan_level,los_revenue_amt,gl_fee_income_amt,gl_gos_amt,gl_oi_amt,gl_exception_amt,los_exception_amt,llr_amt,corporate_allocation_amt,source_row_count_under_loan_key
2025-01-01,Matthew Thomas,3182058822,2025-01-16,CA,Government,Purchase,569494,491.8443,-94.9237,220.7,14.8441,196.5001,91.0001,-15.6,-15.6,-3,-91.9237,6
2025-01-01,William Robinson,4620754832,2025-01-16,NY,Jumbo,Purchase,331130,241.386,-73.0027,174.5,-17.0138,39.9,146.8,-51.4001,-51.4001,-3,-70.0027,8
2025-01-01,Thomas Moore,2537248846,2025-01-10,PA,Conventional,Purchase,60000,317,-829.5,325.4,-21.8,-55.6,91,-11,-11,-3,-826.5,1
2025-01-01,Mary Garcia,6054500672,2025-01-10,NJ,Conventional,Purchase,252500,623.3901,-199.396,303.4,32.1901,239,80,-15.6,-15.6,-3,-196.396,1
2025-01-01,Susan Lopez,5603084787,2025-01-10,MD,Conventional,Purchase,215000,723.0949,-233.6512,326.5,68.5949,253,72,1.5,1.5,-3,-230.6512,1
2025-01-01,Richard Young,2563671120,2025-01-10,CT,Conventional,Purchase,325000,463.248,-155.5846,221.2,45.648,148,98,-24.8,-24.8,-3,-152.5846,2
2025-01-01,Elizabeth Martinez,5027018882,2025-01-10,VA,Conventional,Purchase,302500,469.0656,-166.9339,152.1,53.566,188,84,-4.3002,-4.3002,-3,-163.9339,5
2025-01-01,James Garcia,5467851129,2025-01-10,IL,Conventional,Purchase,745750,370.6891,-69.4969,221.9,17.189,163.0001,88,-59.7,-59.7,-3.0001,-66.4968,5
2025-01-01,James Lopez,8084714611,2025-01-16,VT,Jumbo,NoCash-Out Refinance,595000,271.4975,-41.958,190.6,-8.7025,40,100.8,-25.6,-25.6,-3,-38.958,10
2025-01-01,Jessica White,7836947950,2025-01-16,MI,Conventional,NoCash-Out Refinance,355100,287.1957,-68.2774,190.1,40.3957,50,92.9,-43.1,-43.1,-3,-65.2774,7
2025-01-01,Richard Young,131889687,2025-01-10,CT,Government,Purchase,347985,649.7659,-145.5062,242,30.6657,208.9001,97.9999,35.1001,35.1001,-3.0001,-142.5061,1
2025-01-01,Richard Hill,4465844366,2025-01-16,MA,Conventional,Purchase,473409,296.3685,-113.5808,59.6,9.0681,78.9001,150.0001,-0.5999,-0.5999,-2.9999,-110.5809,5
2025-01-01,Steven Ramirez,840660678,2025-01-10,CT,Government,Purchase,402573,556.0051,-133.0385,270.2,26.6051,231.4999,49.7001,-11,-11,-3,-130.0385,1
2025-01-01,Anthony Jones,2172644099,2025-01-10,FL,Jumbo,Cash-Out Refinance,584250,476.2777,-92.6022,230.1,25.7778,93.6,119.7999,3.5,3.5,-3.0001,-89.6021,2
2025-01-01,James White,1832132816,2025-01-16,FL,Government,Purchase,561825,726.7099,-96.1785,357.9,-2.9901,145,275,-24.1,-24.1,-3,-93.1785,3
2025-01-01,Lisa Clark,4088460918,2025-01-16,SC,Conventional,Purchase,291830,338.8374,-182.3853,369.8,-348.763,175.0002,160,-8.5999,-8.5999,-3,-179.3853,6
2025-01-01,Jessica Davis,8021992071,2025-01-10,CA,Conventional,NoCash-Out Refinance,625436,467.0308,-86.7016,257.4,16.0306,107.0001,100.9999,-7.1999,-7.1999,-3,-83.7016,1
2025-01-01,Susan Nguyen,3417971557,2025-01-10,ID,Conventional,Purchase,437000,535.6071,-122.7941,232.6,35.0071,148,120,,0,-3,-119.7941,2
2025-01-01,Joshua Perez,1248435064,2025-01-10,IA,Conventional,Purchase,150350,449.2119,-351.1879,150,62.4117,110,108,9.4001,9.4001,-3.0003,-348.1876,1
2025-01-01,William Johnson,3210726540,2025-01-16,OH,Conventional,Purchase,125100,732.2239,-421.4652,303.1,123.9241,145,160,0.0999,0.0999,-3,-418.4652,6
2025-01-01,Michelle Lewis,1963543194,2025-01-16,MA,Conventional,Purchase,344250,550.8005,-155.0698,240.3,39.9001,135.0001,215.0001,-39.6999,-39.6999,-3.0001,-152.0697,5
2025-01-01,Mary Clark,1337797004,2025-01-17,CO,Government,Cash-Out Refinance,472120,441.8346,-47.8705,136.1,28.4345,395,,-110.8,-6.8999,-5,-42.8705,5
2025-01-01,Kimberly Perez,9022823602,2025-01-08,MI,Conventional,Purchase,189000,808.6286,-279.9841,378.2,50.2286,150,220,5.1,5.1,-3,-276.9841,3
2025-01-01,Emily Flores,7977566452,2025-01-10,NY,Jumbo,Cash-Out Refinance,1550000,251.991,-36.7742,126,7.791,98.9,54.9,-17.8,-17.8,-3,-33.7742,3
2025-01-01,Richard Martinez,9817758050,2025-01-10,OH,Conventional,Purchase,218500,605.0529,-239.5881,269.1,68.3533,186.6,84,-1.5002,-1.5002,,-239.5881,4
2025-01-01,Daniel Scott,9971751612,2025-01-08,FL,Conventional,Purchase,765000,447.6169,-67.4183,148.7,11.4169,196,91.5,,0,-3,-64.4183,6
2025-01-01,Karen Clark,728877706,2025-01-08,WA,Conventional,Purchase,805500,498.6779,-64.1794,212.6,18.5778,154.5001,113,,0,-3,-61.1794,3
2025-01-01,Karen Thomas,6385180010,2025-01-09,PA,Conventional,Purchase,184100,443.3722,-287.3563,91.3,69.4726,192,108,-8.7002,-8.7002,-3,-284.3563,6
2025-01-01,William Rodriguez,7832402902,2025-01-10,CA,Conventional,NoCash-Out Refinance,694500,309.5152,-78.378,97.6,17.4151,92.5001,102,,0,-3,-75.378,5
2025-01-01,Sarah King,367145942,2025-01-10,IL,Government,Purchase,383062,663.1745,-139.662,335.8,-10.3255,219.0001,114.8999,1.9,1.9,-3,-136.662,12
2025-01-01,Christopher Robinson,2672393660,2025-01-10,NJ,Conventional,Purchase,496290,387.0313,-108.4828,119,23.0313,133.0001,84.9999,13.5,13.5,-3.0001,-105.4827,2
2025-01-01,Sandra Allen,7119316025,2025-01-10,IL,Conventional,Purchase,142500,632.9383,-370.3684,214.6,108.7383,196,120,-3.2,-3.2,-3,-367.3684,9
2025-01-01,Margaret Martin,2629493765,2025-01-10,NJ,Government,Purchase,533398,525.8349,-101.1443,270.5,17.8347,204.5,99,-32.9999,-32.9999,-3,-98.1443,3
2025-01-01,Mark Wright,587019239,2025-01-10,CT,Conventional,Purchase,180000,648.6933,-293.8333,235,35.0933,193.6,165,10,10,-3,-290.8333,1
2025-01-01,Kimberly Wright,5063022471,2025-01-10,NJ,Conventional,Purchase,243749,434.8957,-217.7699,117.6,63.0956,181.8001,95.0002,-11.3001,-11.3001,-2.9998,-214.7701,8
2025-01-01,Andrew Garcia,4360758931,2025-01-10,IN,Government,Purchase,265821,475.0468,-199.9371,162.5,48.9465,160.0002,119.9999,-8.1999,-8.1999,-3.0001,-196.937,3
2025-01-01,Christopher Harris,4045606011,2025-01-10,PA,Conventional,Purchase,538200,491.1202,-100.2687,235,17.1202,131,100,4,4,-3,-97.2687,7
2025-01-01,Elizabeth Ramirez,7900111291,2025-01-10,TX,Conventional,Purchase,281000,512.4046,-189.2989,185.5,56.9046,181,120,-15.5,-15.5,-3,-186.2989,2
2025-01-01,Thomas Robinson,1778705882,2025-01-10,PA,Conventional,Purchase,600000,410.5333,-90.25,150,18.5333,75,83,42,42,-3,-87.25,11
2025-01-01,Karen Sanchez,9319350641,2025-01-10,PA,Conventional,Purchase,471200,417.9144,-114.0993,162.2,32.7144,143,80,,0,-3,-111.0993,6
2025-01-01,Linda King,1239004144,2025-01-10,MA,Conventional,Purchase,180000,507.7556,-293.8333,225.5,85.3556,149.1,105,-28.6,-28.6,-3,-290.8333,7
2025-01-01,Christopher Harris,6470141854,2025-01-10,NJ,Conventional,Purchase,517500,423.7253,-104.1594,162.3,17.8251,141,100,1.3001,1.3001,-3,-101.1594,4
2025-01-01,Elizabeth Brown,96742070,2025-01-10,MA,Jumbo,Purchase,1036000,159.8381,-53.5309,77,13.6381,50,34.8,-7.8,-7.8,-3,-50.5309,2
2025-01-01,Sandra Robinson,4644264861,2025-01-10,WI,Conventional,Purchase,454805,444.7795,-118.1043,198,20.7795,123,103,,0,-3,-115.1043,3
2025-01-01,James Robinson,5897270368,2025-01-10,IN,Government,Purchase,317000,493.8085,-168.142,206.5,-44.6915,207,125,,0,-3,-165.142,2
2025-01-01,Richard Walker,5103760818,2025-01-10,NJ,Jumbo,Purchase,1068000,190.0479,-52.0169,90,10.9479,46,44.9,-0.9,-0.9,-3,-49.0169,4
2025-01-01,Sandra Robinson,1801652809,2025-01-10,WI,Jumbo,Purchase,958391,411.1416,-57.6228,199,11.5416,51,147,1.3,1.3,-3,-54.6228,5
2025-01-01,Matthew Jackson,7063482556,2025-01-10,OH,Government,Purchase,378026,630.8239,-141.4826,250,33.0239,160.0001,119.9999,33.9,33.9,-3.0001,-138.4825,5
2025-01-01,Richard Martinez,6598810799,2025-01-10,OH,Conventional,Purchase,650750,218.953,-83.4457,125.5,24.7531,142.5,39.7999,-56.8,-56.8,-3.0001,-80.4456,11
2025-01-01,Richard Lopez,5512545430,2025-01-10,IL,Conventional,Purchase,617499,492.4814,-87.7775,242.6,24.8815,151.9999,105,-16,-16,-3,-84.7775,7
2025-01-01,Anthony Wilson,3868634719,2025-01-10,SC,Government,Purchase,299376,1029.0751,-177.8636,548.1,12.0755,288.8999,139.9999,19.9999,19.9999,-2.9999,-174.8637,5
2025-01-01,James Robinson,6583148279,2025-01-10,IN,Conventional,Cash-Out Refinance,60750,448.4708,-864.7292,62,185.87,196,75.0008,-35.2,-35.2,-3.0008,-861.7284,4
2025-01-01,Karen King,5390973007,2025-01-10,NJ,Conventional,Purchase,235000,607.446,-225.766,284.3,51.146,206.6,90,-12.3,-12.3,-3,-222.766,3
2025-01-01,Betty King,7890996713,2025-01-10,WA,Government,Purchase,739018,501.817,-73.8373,259,-10.5831,164.0001,88,0.7,0.7,-3.0001,-70.8372,6
2025-01-01,David Lewis,6510090671,2025-01-10,MT,Conventional,Purchase,525030,365.6693,-102.7086,161.5,28.1694,130.9999,100,-27.5,-27.5,-3,-99.7086,4
2025-01-01,John Williams,5644442818,2025-01-10,CO,Conventional,Purchase,345000,552.9959,-154.7391,251.4,44.9959,165,93,-0.7,-0.7,-3,-151.7391,7
2025-01-01,Richard Martinez,2800448904,2025-01-10,OH,Government,Purchase,234242,702.6459,-226.4867,314.8,65.7465,167.4999,83.9999,35.2998,35.2998,-2.9999,-223.4868,9
2025-01-01,Richard Walker,4699710396,2025-01-10,NE,Government,Purchase,87878,885.911,-598.7118,383.7,167.2102,184.9997,143.0005,3.5003,3.5003,-2.9996,-595.7122,3
2025-01-01,Steven Rodriguez,1936956712,2025-01-10,NJ,Conventional,NoCash-Out Refinance,290000,486.8952,-183.5172,217.7,46.7952,183,40,-0.3,-0.3,-3,-180.5172,2
2025-01-01,Steven Martin,3556350528,2025-01-10,OH,Conventional,Purchase,125000,512.6544,-421.8,181.1,93.5544,153,85,,0,-3,-418.8,2
2025-01-01,Patricia Flores,1477930484,2025-01-10,IL,Conventional,Purchase,376000,656.4835,-142.2287,247.3,35.9835,155,126,46.1,46.1,-3,-139.2287,12
2025-01-01,Michelle Torres,9798768841,2025-01-10,IL,Jumbo,Purchase,956250,542.4853,-57.7452,233.2,12.985,63.0001,105.7,63.8001,63.8001,-3.0001,-54.7451,19
2025-01-01,Sarah Smith,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Michelle Jackson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Andrew Perez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Barbara Hernandez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Sarah Flores,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Jessica Martin,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Emily Wright,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Matthew Lee,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Matthew Ramirez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Sarah Thompson,3836357087,,,,,,0,0,,,,,,,,,3
2025-01-01,William Perez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Mark Thomas,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Charles White,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Mark Wilson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Donna Thompson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,David Anderson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Anthony Scott,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Paul Lewis,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Richard Thompson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Linda Robinson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Mary Robinson,3836357087,,,,,,0,0,,,,,,,,,3
2025-01-01,Sarah Brown,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Steven Hernandez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Elizabeth White,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Margaret Martinez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Paul Nguyen,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Robert Anderson,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Paul Davis,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Barbara Lopez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Sandra Brown,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Ashley Martin,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Daniel Gonzalez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Michelle Lopez,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Lisa Garcia,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Michelle Perez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Charles Jones,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Robert Rodriguez,6552172178,2025-01-02,MI,Government,Purchase,204232,758.116,-259.3261,310,63.6159,286.5002,84.0001,6.9999,6.9999,-3,-256.3261,1
2025-01-01,Sarah King,9025061642,2025-01-02,IL,Government,NoCash-Out Refinance,161000,513.9006,-328.1553,230.7,-15.7994,140,100,29.5,29.5,-3,-325.1553,4
2025-01-01,Barbara Miller,3216875613,2025-01-02,NE,Government,Purchase,215000,375.6205,-246.4884,200,46.6205,110,120,-50.5,-50.5,-3,-243.4884,1
2025-01-01,Donna Williams,7488779007,2025-01-10,FL,Conventional,Purchase,370499,562.3078,-144.2959,185.7,57.808,154.9999,126.0001,18.8999,18.8999,-3,-141.2959,3
2025-01-01,Richard Miller,9010386769,2025-01-10,TN,Conventional,NoCash-Out Refinance,332800,355.8162,-160.3017,78.8,34.0162,168,75,,0,-3,-157.3017,5
2025-01-01,John Wilson,5677408867,2025-01-10,PA,Jumbo,Purchase,954400,232.5695,-57.8512,114.5,7.1695,50,68.1,-3.6,-3.6,-3,-54.8512,12
2025-01-01,Michael King,3699247507,2025-01-10,NV,Conventional,Purchase,295000,647.7156,-180.4576,221.8,54.9156,191,180,,0,-3,-177.4576,5
2025-01-01,Lisa Lopez,4448943691,2025-01-10,MN,Conventional,Purchase,35000,-541.9114,-3,0,-73.3114,,,,-468.6,-3,,4
2025-01-01,Lisa Hernandez,410990684,2025-01-10,WI,Conventional,Purchase,199920,552.8763,-264.8549,245.6,80.5762,175.5002,89.0001,-18.9001,-18.9001,-3.0002,-261.8547,6
2025-01-01,Daniel Perez,308931809,2025-01-13,NC,Government,NoCash-Out Refinance,384887,460.8542,-131.8431,311,-10.9455,208,11.9999,-29.6001,-29.6001,-3.0001,-128.843,8
2025-01-01,Patricia Flores,168501260,2025-01-13,MO,Conventional,Cash-Out Refinance,75000,707.3493,-664.2,273,206.3493,243,75,-45,-45,-3,-661.2,14
2025-01-01,Linda Wright,690214964,2025-01-13,MN,Conventional,Purchase,365750,396.1923,-138.5845,209.6,35.5924,185.0001,100,-67.0001,-67.0001,-3.0001,-135.5844,9
2025-01-01,Ashley Brown,8242245980,2025-01-13,IL,Conventional,NoCash-Out Refinance,268800,214.8543,-187.4866,149.3,43.7545,184,50,-106.1001,-106.1001,-3,-184.4866,10
2025-01-01,Patricia Scott,3971161400,2025-01-13,FL,Conventional,Purchase,268000,447.7937,-188.0373,143.5,50.2937,149,105,,0,-3,-185.0373,12
2025-01-01,Jessica Ramirez,5164574335,2025-01-13,PA,Government,Purchase,248168,679.0804,-202.8243,272.1,18.9803,351.9999,72,-17.9999,-17.9999,-3,-199.8243,9
2025-01-01,Betty Brown,9684972317,2025-01-13,NJ,Jumbo,Purchase,1080000,342.9457,-48.9167,174.4,9.7457,100,90,-15.6,-15.6,-3,-45.9167,12
2025-01-01,Mark King,9671411249,2025-01-13,FL,Government,Purchase,600000,285.0912,-85.65,52.8,-9.4088,188.1,75.8,-11.1,-11.1,-3,-82.65,19
2025-01-01,Kimberly Flores,4012782652,2025-01-13,GA,Government,Purchase,719000,497.637,-71.9708,164.4,-3.563,150,190,-1.6,-1.6,-3,-68.9708,12
2025-01-01,Ashley Flores,1845965466,2025-01-13,MN,Government,Purchase,366198,404.7535,-138.4185,150,8.1533,150,100,-1.6999,-1.6999,-3,-135.4185,5
2025-01-01,Michelle Wilson,6319015253,2025-01-13,OH,Conventional,Purchase,172000,613.4512,-291.314,250,87.2512,175,100,0.6,0.6,-3,-288.314,7
2025-01-01,Lisa Brown,7033618519,2025-01-13,TX,Conventional,Purchase,242460,745.3073,-207.5287,343.9,65.4075,193.7998,160,-8.9,-8.9,-3.0001,-204.5286,15
2025-01-01,Michael Scott,3906498947,2025-01-13,MA,Conventional,NoCash-Out Refinance,750000,159.6016,-69.12,39.5,14.9016,68.8,105,-34.3,-34.3,-3,-66.12,9
2025-01-01,Ashley Flores,5569435015,2025-01-13,MN,Conventional,Purchase,35000,-541.3629,-3,0,-72.7629,,,,-468.6,-3,,5
2025-01-01,Jessica Martin,7597396570,2025-01-13,OH,Conventional,Purchase,120000,355.83,-439.25,69.1,116.33,118.8,84,-16.2,-16.2,-3,-436.25,3
2025-01-01,Jessica Martin,2509133978,2025-01-13,OH,Government,Purchase,251500,550.8559,-211.1511,292.1,-11.4441,230,84,-21.8998,-21.9002,-3,-208.1511,7
2025-01-01,Patricia Flores,6087505108,2025-01-13,IL,Conventional,Purchase,675000,308.1027,-80.5556,184.6,14.1027,86,126,-51.3,-51.3,-3,-77.5556,7
2025-01-01,Matthew Jackson,7463726548,2025-01-13,OH,Jumbo,Purchase,272250,118.2145,-195.2867,-133.2,47.0141,119.0002,230.2002,-72.4,-72.4,-3.0002,-192.2865,7
2025-01-01,John Williams,9676514144,2025-01-13,CO,Conventional,Purchase,640000,280.3559,-84.7969,48.7,19.7559,112.5,93,3.2,3.2,-3,-81.7969,7
2025-01-01,William Nguyen,1733890205,2025-01-13,CT,Conventional,Purchase,209000,532.8364,-253.4785,179,66.8364,181,90,8,8,-3,-250.4785,3
2025-01-01,Anthony Robinson,3326993136,2025-01-13,MD,Conventional,Purchase,565000,434.502,-95.6549,205.9,20.602,124,78,3,3,-3,-92.6549,6
2025-01-01,Emily Torres,117069629,2025-01-13,MN,Conventional,Purchase,271960,385.4616,-88.2332,187,-1.3388,-20,277.6,-28.8998,-28.8998,-3.0001,-85.2331,7
2025-01-01,Thomas Gonzalez,8257668661,2025-01-13,CO,Jumbo,NoCash-Out Refinance,1100000,95.9494,-24.0727,57.5,-1.5506,75,,-17.5,-17.5,-3,-21.0727,12
2025-01-01,Christopher Lopez,6146830175,2025-01-13,CO,Government,NoCash-Out Refinance,468531,212.1989,-52.4738,99.4,-2.2011,18.0001,98.1999,-0.6,-0.6,-3,-49.4738,3
2025-01-01,Linda Torres,353291307,2025-01-13,FL,Conventional,NoCash-Out Refinance,136500,816.2978,-172.8168,218.5,117.0974,-37.9004,234.4,142.1004,142.1004,-3,-169.8168,1
2025-01-01,Linda Torres,6785181737,2025-01-13,CO,Conventional,NoCash-Out Refinance,780300,256.7543,-32.7065,110.7,14.2543,26,41,32.4,32.4,-3,-29.7065,7
2025-01-01,Michael Smith,6957417190,2025-01-13,FL,Conventional,Purchase,366000,462.5019,-66.3333,226,8.0019,50,174.9,1.8,1.8,-3,-63.3333,6
2025-01-01,Kimberly Hernandez,5195831948,2025-01-13,PA,Conventional,Purchase,423500,337.2026,-57.7344,117.2,35.0026,75,112.4,-1.2,-1.2,-3,-54.7344,5
2025-01-01,Betty Rodriguez,6830654421,2025-01-13,FL,Conventional,Cash-Out Refinance,187250,481.3897,-126.792,182.8,63.8895,-14.0999,254.2003,-2.7001,-2.7001,-3.0003,-123.7917,3
2025-01-01,Mark Torres,4558814942,2025-01-13,CT,Conventional,Purchase,305000,514.2082,-174.6393,148.2,44.2082,155,170,-1.6,-1.6,-3,-171.6393,6
2025-01-01,Sandra Rodriguez,9586640749,2025-01-14,NJ,Conventional,Purchase,562500,370.5307,-96.0667,178.7,17.3308,94,88.8999,-4.2,-4.2,-3,-93.0667,7
2025-01-01,Matthew Hill,6060895636,2025-01-14,HI,Jumbo,Purchase,1616000,103.24,-35.3948,-10.5,9.24,55,49.5,,0,-3,-32.3948,9
2025-01-01,David Martin,2040251797,2025-01-14,NY,Government,Purchase,496133,606.2798,-108.5161,316,-6.9199,215.2,79.9999,0.9999,0.9999,-3,-105.5161,6
2025-01-01,Paul Taylor,9576714842,2025-01-14,MA,Conventional,Purchase,208000,555.5649,-254.6827,246.7,56.0649,171,72,4.9,4.9,-3,-251.6827,2
2025-01-01,Steven King,6677279390,2025-01-14,NC,Conventional,Purchase,211200,393.148,-250.8693,143.7,51.8476,160,100,-31.1998,-31.1998,-3,-247.8693,1
2025-01-01,Emily Flores,7118238811,2025-01-14,NY,Conventional,NoCash-Out Refinance,930000,201.1909,-59.2903,100,1.1909,,100,,,-3,-56.2903,4
2025-01-01,Jennifer Gonzalez,1075079048,2025-01-14,IL,Conventional,Purchase,760000,187.5215,-71.8816,134.4,14.3215,145,84,-95.1,-95.1,-3,-68.8816,6
2025-01-01,Matthew Thomas,9374520558,2025-01-14,OH,Government,Purchase,176641,617.3461,-299.3637,301.6,70.0466,217.3001,90.9998,-31.3002,-31.3002,-2.9999,-296.3638,1
2025-01-01,William Nguyen,8432297681,2025-01-14,MA,Conventional,Purchase,806500,324.1456,-67.9101,135,13.4455,88.5001,55.8,15.6999,15.7001,-3,-64.9101,1
2025-01-01,Patricia Allen,451210406,2025-01-14,FL,Government,Purchase,340000,538.7444,-156.9706,220.5,-3.7556,229,90,1.5,1.5,-3,-153.9706,3
2025-01-01,Betty Martinez,6355813132,2025-01-14,TN,Government,Purchase,157102,580.0295,-336.223,225.5,47.5303,208.9999,104.9999,-3.5003,-3.5003,-3,-333.223,6
2025-01-01,Patricia Martinez,9811561205,2025-01-14,IL,Conventional,Purchase,576000,461.5642,-93.8854,216.5,27.8642,149,66.8,0.7,0.7,-3,-90.8854,27
2025-01-01,David Lopez,6338373162,2025-01-14,NJ,Conventional,Purchase,449000,480.0031,-119.5924,222.3,36.1031,143,80,-0.7,-0.7,-3,-116.5924,7
2025-01-01,Andrew Thompson,412774157,2025-01-14,NY,Jumbo,Purchase,1610000,94.415,-35.5155,31.2,8.215,40,18.6,-1.8,-1.8,-3,-32.5155,13
2025-01-01,Margaret Garcia,8497346615,2025-01-14,NJ,Conventional,Purchase,309000,453.644,-172.4175,193.3,29.744,138,62,15.3,15.3,-3,-169.4175,19
2025-01-01,Jennifer Perez,4563746453,2025-01-07,NC,Jumbo,Purchase,370758,233.0046,-144.1973,-38.2,35.9046,129,145.9,-19.8,-19.8,-3.0001,-141.1972,5
2025-01-01,Daniel Garcia,8532489778,2025-01-07,FL,Conventional,Purchase,130000,199.7669,-3,,-0.2331,,200,,,-3,,5
2025-01-01,Lisa Miller,866394401,2025-01-07,AK,Conventional,Purchase,261750,437.2724,-203.0002,175,58.4726,100,100,1.8999,1.8999,-3.0002,-200,3
2025-01-01,Donna Young,8702812871,2025-01-07,MA,Conventional,Purchase,576650,380.6805,-93.7831,147,20.5806,65.7,175.0001,-13.8001,-13.8001,-3.0001,-90.783,5
2025-01-01,Joseph Smith,541721979,2025-01-07,TX,Government,Purchase,578480,729.1651,-93.4957,361,-9.6349,150,230,-1.1,-1.1,-2.9999,-90.4958,8
2025-01-01,Elizabeth Martin,9551071456,2025-01-07,CT,Government,Purchase,245471,1046.9621,-216.2634,471.8,45.1622,229.9999,300,,0,-2.9999,-213.2635,2
2025-01-01,Daniel Johnson,7062623564,2025-01-07,NC,Government,Purchase,405990,645.1763,-131.9442,313.1,-15.3238,100,245.0001,1.2,1.2,-3.0001,-128.9441,5
2025-01-01,Ashley Hernandez,6545066519,2025-01-07,CA,Conventional,Cash-Out Refinance,308000,541.7565,-172.9675,219,38.1565,135,275,-62.7,-62.7,-3,-169.9675,4
2025-01-01,Joshua Rodriguez,1232851876,2025-01-07,IL,Government,Purchase,429030,732.4378,-125.0194,337.4,-29.762,160,290,-12.6001,-12.6001,-3,-122.0194,5
2025-01-01,Betty Brown,827834573,2025-01-07,FL,Conventional,Purchase,105000,663.9448,-501.5714,175.6,122.7448,150,210,2.8,2.8,-3,-498.5714,6
2025-01-01,Michael Gonzalez,520403639,2025-01-07,MA,Conventional,Purchase,552000,239.7745,-97.837,16.5,23.6745,68.4,125,3.1,3.1,-3,-94.837,2
2025-01-01,Charles Allen,4135154347,2025-01-07,CA,Conventional,Purchase,425000,720.2718,-126.1765,344.4,25.8718,130,220,,0,-3,-123.1765,3
2025-01-01,Christopher Thompson,6655301069,2025-01-07,AZ,Jumbo,Purchase,2816000,285.9655,-9.4531,153.2,2.3655,130.2,,0.1,0.1,,-9.4531,8
2025-01-01,Sarah Moore,6620622598,2025-01-07,AZ,Government,Purchase,336247,740.8167,-79.168,306.8,-4.9832,340.0001,,49.4999,49.4999,,-79.168,3
2025-01-01,Kimberly Robinson,1335224062,2025-01-07,SC,Conventional,NoCash-Out Refinance,204000,11.6284,-130.4902,40.1,53.2284,135,,-230.4,13.7,,-130.4902,2
2025-01-01,Donald Nguyen,8745360480,2025-01-07,CA,Jumbo,Purchase,1220000,201.6034,-43.3934,97.5,11.0034,65,36.9,-4.4,-4.4,-3,-40.3934,3
2025-01-01,Matthew Jones,5934671273,2025-01-07,WA,Conventional,Purchase,854000,409.6994,-60.7049,188.1,17.4994,133.5,91.3,-20.7,0,-3,-57.7049,3
2025-01-01,Jessica White,7364650417,2025-01-07,CA,Jumbo,Purchase,1016000,331.227,-51.5039,113.1,15.827,134,103.3,-32.5,-2.5,-3,-48.5039,1
2025-01-01,Betty Young,3340292555,2025-01-07,CA,Jumbo,NoCash-Out Refinance,1650000,294.3397,-32.8667,139.7,7.8397,68.9,63.7,7.1,7.1,-3,-29.8667,4
2025-01-01,Betty Hernandez,5114024121,2025-01-08,IN,Government,Purchase,284747,752.7364,-186.8473,300,50.2362,271.5,131.0002,,0,-2.9999,-183.8474,7
2025-01-01,Jennifer Hill,6194770745,2025-01-08,NC,Government,Purchase,346606,637.7715,-154.0359,292.6,36.4711,196.5001,110.0001,1.1001,1.1001,-2.9999,-151.036,7
2025-01-01,Charles Scott,9539712788,2025-01-08,NJ,Conventional,Purchase,660800,379.284,-82.2222,181.4,14.584,107.5,84,-4.1,-4.1,-3,-79.2222,8
2025-01-01,Michelle Jackson,4126820204,2025-01-08,OK,Government,Purchase,186934,649.4853,-283.0454,324.4,-8.1146,231.5999,84.0002,8.7999,8.7999,-3,-280.0454,1
