report_month,vp,loan_count,loan_volume,total_revenue,total_expense,contribution_margin,margin_pct,active_sales_hc,active_non_producing_sales_hc,productivity,bonus_spend_proxy,roi,event_compensafe_amt,event_rent_amt,event_payroll_amt,event_no_loan_bucket_rows,exception_flag,exception_reason
2025-01-01,James Wilson,1,197500,614.4638,20749.5367,-20135.0729,-32.768526,11,5,55.860345,-5925,-0.103707,0,21017.6,0,2,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James Wright,2,242878,1316.26,23786.6981,-22470.4381,-17.071428,5,2,263.252,0,,0,24261.36,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Allen,1,243117,661.7201,18653.7078,-17991.9877,-27.189725,8,5,82.715013,0,,0,18741.96,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Anderson,1,176250,405.8634,-2951.0355,3356.8989,8.271007,1,0,405.8634,-7710.9375,-0.052635,0,-2800,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jennifer Clark,4,1329300,1422.432,-324.1588,1746.5908,1.227891,5,4,284.4864,0,,0,0,0,14,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Davis,1,0,0,0,0,,6,3,0,0,,0,0,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Jennifer Flores,3,255125,-1583.7209,69489.8748,-71073.5957,44.877602,8,2,-197.965113,-14068.75,0.11257,0,70328.8,0,11,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Gonzalez,4,2476500,1323.1299,-79225.9473,80549.0772,60.877679,21,13,63.006186,0,,0,-78841.7,0,19,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Harris,1,0,0,206.4,-206.4,,4,3,0,0,,0,206.4,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Jennifer Hill,3,886606,1642.8905,30897.3391,-29254.4486,-17.806694,3,2,547.630167,-6750,-0.243391,0,31450,0,14,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jennifer Jackson,3,1485420,1122.5806,521.2558,601.3248,0.535663,3,1,374.193533,-2887.5,-0.388773,0,903.36,0,13,1,"contains_no_loan_bucket_rows,roi_outlier"
2025-01-01,Jennifer Johnson,1,317300,651.1603,37580.7142,-36929.5539,-56.71346,11,4,59.196391,0,,0,37748.7,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Jones,3,1846850,1260.5588,71551.3575,-70290.7987,-55.761618,7,2,180.079829,-1867.25,-0.675088,0,71863.47,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jennifer Martin,1,549366,728.6356,2644.2883,-1915.6527,-2.629096,4,2,182.1589,0,,0,2742.58,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Miller,1,0,0,11544.99,-11544.99,,4,4,0,0,,0,11544.99,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Jennifer Perez,1,370758,233.0046,34518.1027,-34285.0981,-147.143439,19,9,12.2634,0,,0,34662.3,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Scott,2,179200,1003.9726,4273.1983,-3269.2257,-3.25629,8,8,125.496575,-2016,-0.498002,0,4568.33,0,1,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jennifer Thomas,6,3299580,2697.66,206077.7194,-203380.0594,-75.391287,27,15,99.913333,-9227.55,-0.292348,0,206933.03,0,19,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jennifer Torres,1,196377,960.6414,10082.7745,-9122.1331,-9.495878,1,0,960.6414,0,,0,10197.6,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Wilson,2,679100,603.2669,68552.2184,-67948.9515,-112.634974,5,1,120.65338,0,,0,68657.16,0,8,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jennifer Young,2,353380,877.4377,32839.1074,-31961.6697,-36.426141,3,2,292.479233,0,,0,32904.25,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jessica Allen,5,2135118,2230.0813,88666.4866,-86436.4053,-38.759307,18,5,123.893406,-8061.675,-0.276628,0,89324.8,0,17,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Clark,1,1194547,299.2415,24315.9765,-24016.735,-80.258704,6,2,49.873583,-2389.094,-0.125253,0,24337.36,0,2,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Davis,2,950436,1165.7696,39883.8215,-38718.0519,-33.212439,5,3,233.15392,-8125,-0.143479,0,40134.6,0,3,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Hernandez,1,0,0,0,0,,1,1,0,0,,0,0,0,3,1,contains_no_loan_bucket_rows
2025-01-01,Jessica Lee,2,785361,1176.199,7347.1383,-6170.9393,-5.24651,8,5,147.024875,-2033.3625,-0.57845,0,7665,0,5,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Lewis,7,1557500,4728.3868,126112.0454,-121383.6586,-25.671262,19,9,248.862463,-8044.945,-0.587746,0,127786.9,0,22,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Lopez,1,216510,456.571,-110.0619,566.6329,1.241062,18,3,25.365056,0,,0,0,0,6,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jessica Martin,5,964050,2172.5192,308372.3353,-306199.8161,-140.942283,31,20,70.081265,-10406.25,-0.208771,0,309440.16,0,19,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Martinez,2,693180,1143.4526,2881.9675,-1738.5149,-1.520408,2,1,571.7263,-4125,-0.277201,0,3186.88,0,8,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Perez,2,340000,314.8935,843.0294,-528.1359,-1.677189,4,2,78.723375,-9350,-0.033678,0,1000,0,9,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Ramirez,3,577268,1633.8058,3685.5909,-2051.7851,-1.255832,3,2,544.601933,-1272.375,-1.28406,0,4562.46,0,13,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Rodriguez,1,138686,785.7155,4169.5283,-3383.8128,-4.306664,0,0,,-346.715,-2.266171,0,4550,0,1,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Sanchez,4,1505803,1726.4814,102531.469,-100804.9876,-58.387532,11,7,156.952855,-4734.375,-0.364669,0,103220.32,0,14,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Scott,2,997492,1140.5411,30961.8081,-29821.267,-26.146596,14,6,81.467221,-8812.5,-0.129423,0,31184.6,0,8,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Smith,1,399200,565.1714,-127.2234,692.3948,1.225106,2,0,282.5857,0,,0,0,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jessica Taylor,9,2571635,3399.1494,330.1068,3069.0426,0.902885,6,2,566.5249,-5514.684,-0.616382,0,1700,0,34,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Jessica Thomas,4,2714500,1562.5567,99788.6898,-98226.1331,-62.862444,9,5,173.617411,0,,0,100000,0,18,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jessica Thompson,2,1304550,831.9393,225361.1761,-224529.2368,-269.886561,29,17,28.687562,0,,0,225518.28,0,10,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jessica Torres,2,1078406.25,708.2334,-93.575,801.8084,1.132125,17,8,41.660788,0,,0,0,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jessica White,7,3371495,3355.69,1032.7377,2322.9523,0.692243,18,3,186.427222,-19355,-0.173376,0,1500,0,28,1,"contains_no_loan_bucket_rows,roi_outlier"
2025-01-01,Jessica Williams,1,0,0,2000,-2000,,4,4,0,0,,0,2000,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Jessica Wilson,1,520625,625.1209,1902.3445,-1277.2236,-2.043163,4,2,156.280225,0,,0,2000,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Jessica Young,1,536287,560.9171,98679.3888,-98118.4717,-174.925086,27,15,20.774707,0,,0,98774.28,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,John Anderson,2,646955,954.4533,32770.4668,-31816.0135,-33.33428,19,13,50.234384,-1030.575,-0.926137,0,33107.63,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,John Brown,2,342750,1287.9939,20558.6154,-19270.6215,-14.961734,17,7,75.764347,-3939.375,-0.326954,0,21292.23,0,1,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,John Davis,1,0,0,5254.4,-5254.4,,11,5,0,0,,0,5254.4,0,2,1,contains_no_loan_bucket_rows
2025-01-01,John Flores,2,758000,1235.9784,39103.3495,-37867.3711,-30.637567,1,0,1235.9784,0,,0,39371.04,0,10,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,John Harris,1,0,0,6262.08,-6262.08,,2,1,0,0,,0,6262.08,0,1,1,contains_no_loan_bucket_rows
2025-01-01,John Hill,2,784932,838.7152,4600.5732,-3761.858,-4.485263,18,3,46.595289,0,,0,4791.61,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,John Jackson,2,331987,455.6047,24439.313,-23983.7083,-52.641486,8,3,56.950587,0,,0,24600,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,John Jones,1,121250,499.0117,1780.4536,-1281.4419,-2.56796,3,2,166.337233,-2121.875,-0.235175,0,2000,0,2,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,John Lee,2,1456551,755.3801,111333.341,-110577.9609,-146.387178,8,5,94.422513,0,,0,111505.3,0,16,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,John Lewis,1,0,0,3674.2,-3674.2,,4,2,0,0,,0,3674.2,0,6,1,contains_no_loan_bucket_rows
2025-01-01,John Martin,2,314111,713.9548,-169.6607,883.6155,1.237635,32,21,22.311087,0,,0,0,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,John Miller,2,648147,761.9978,-246.4813,1008.4791,1.323467,18,3,42.333211,-736.25,-1.034972,0,0,0,7,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,John Moore,2,1362400,612.4099,1382.404,-769.9941,-1.257318,3,1,204.136633,0,,0,1534,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,John Sanchez,1,0,0,138.19,-138.19,,1,1,0,0,,0,138.19,0,1,1,contains_no_loan_bucket_rows
2025-01-01,John Taylor,2,1224000,854.6654,-259.4814,1114.1468,1.303606,26,16,32.871746,-1830,-0.46703,0,0,0,14,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,John Thomas,5,2114810,2713.2657,12078.8479,-9365.5822,-3.451775,17,8,159.603865,-5040,-0.538346,0,12500,0,10,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,John White,1,156000,830.109,42585.5831,-41755.4741,-50.301194,4,1,207.52725,-12480,-0.066515,0,42924.16,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,John Williams,3,1163000,1475.4507,24963.3629,-23487.9122,-15.919144,3,2,491.8169,-3337.5,-0.442083,0,25500,0,12,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,John Wilson,1,954400,232.5695,375817.5488,-375584.9793,-1614.936521,63,34,3.691579,0,,0,375875.4,0,9,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,John Wright,1,0,0,0,0,,8,5,0,0,,0,0,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Joseph Allen,2,350000,531.9532,42438.6386,-41906.6854,-78.778895,27,15,19.70197,0,,0,42591.21,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joseph Anderson,4,1576105,2086.5957,255452.1097,-253365.514,-121.425302,17,11,122.740924,-5521.875,-0.377878,0,255675.52,0,14,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joseph Flores,1,536000,484.8935,1399.3321,-914.4386,-1.885855,5,2,96.9787,0,,0,1500,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joseph Garcia,1,423000,423.9745,7333.0411,-6909.0666,-16.295948,2,1,211.98725,0,,0,7459.8,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joseph Gonzalez,3,1076390,1292.7624,46600.8814,-45308.119,-35.047522,7,6,184.680343,0,,0,47015.48,0,9,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joseph Harris,2,466388,1202.0488,4363.207,-3161.1582,-2.629809,8,5,150.2561,-6075,-0.197868,0,5000,0,7,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joseph Hill,1,110000,742.1082,54308.5909,-53566.4827,-72.1815,19,13,39.058326,-11137.5,-0.066631,0,54787.5,0,9,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joseph Jackson,1,291500,444.1082,-172.8799,616.9881,1.389274,26,16,17.081085,0,,0,0,0,7,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joseph Martinez,1,0,0,1000,-1000,,3,3,0,0,,0,1000,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Joseph Moore,1,310337,746.2127,6925.7224,-6179.5097,-8.281164,17,7,43.894865,0,,0,7097.41,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joseph Nguyen,1,0,0,2106.25,-2106.25,,13,10,0,0,,0,2106.25,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Joseph Perez,1,0,0,2100,-2100,,4,3,0,0,,0,2100,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Joseph Ramirez,3,1018000,1086.9173,69958.6543,-68871.737,-63.364284,8,5,135.864662,-492,-2.209182,0,70430.8,0,8,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joseph Rodriguez,4,2058522,2128.7519,101076.4571,-98947.7052,-46.481558,3,2,709.583967,0,,0,101500,0,23,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joseph Sanchez,1,0,0,31322.95,-31322.95,,63,34,0,0,,0,31322.95,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Joseph Scott,2,352987,426.5394,9166.8165,-8740.2771,-20.491137,8,5,53.317425,0,,0,9242.23,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joseph Smith,3,1980251,1073.1099,15940.2776,-14867.1677,-13.854282,9,5,119.234433,-11569.6,-0.092753,0,16072.15,0,9,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joseph Thomas,5,1264582,1176.6956,13055.9764,-11879.2808,-10.095458,3,1,392.231867,-36565.22,-0.032181,0,13863,0,13,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joseph Thompson,3,884730,1760.1967,28631.7114,-26871.5147,-15.2662,5,2,352.03934,-620,-2.839027,0,29192.1,0,7,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joseph White,3,514000,1311.111,16237.5938,-14926.4828,-11.384606,8,5,163.888875,-3708.75,-0.353518,0,16798.32,0,9,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joseph Wright,1,0,0,1400,-1400,,1,1,0,0,,0,1400,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Joseph Young,1,0,0,0,0,,3,3,0,0,,0,0,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Joshua Allen,4,1131310,2053.15,43431.3995,-41378.2495,-20.153544,6,3,342.191667,0,,0,44200,0,20,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Anderson,1,753967,463.1082,7218.5079,-6755.3997,-14.587087,2,0,231.5541,0,,0,7287.28,0,10,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Brown,1,390000,365.3072,11342.9692,-10977.662,-30.050494,7,3,52.186743,0,,0,11480.2,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Davis,1,0,0,0,0,,8,5,0,0,,0,0,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Joshua Garcia,4,1202000,1409.1625,25393.1982,-23984.0357,-17.020064,3,3,469.720833,-280,-5.032723,0,25708.37,0,12,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joshua Gonzalez,2,660870,935.368,50452.44,-49517.072,-52.9386,6,3,155.894667,0,,0,50784,0,11,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Hernandez,1,399000,628.689,11865.797,-11237.108,-17.873874,3,0,209.563,0,,0,12000,0,6,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Jackson,1,0,0,13700,-13700,,19,15,0,0,,0,13700,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Joshua Johnson,2,289100,-589.595,2795.7796,-3385.3746,5.741865,4,0,-147.39875,0,,0,3000,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Jones,1,224000,591.3781,19821.2946,-19229.9165,-32.517127,3,1,197.126033,-5040,-0.117337,0,20058,0,3,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joshua King,6,3887460,1846.7939,167480.5836,-165633.7897,-89.687209,7,2,263.8277,-77680.5,-0.023774,0,168000,0,14,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joshua Lee,1,491200,402.6398,4321.3043,-3918.6645,-9.732432,4,3,100.65995,0,,0,4430.88,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Lewis,2,2332045,503.427,45338.2732,-44834.8462,-89.05928,5,1,100.6854,0,,0,45503.67,0,10,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Lopez,1,1200000,477.8162,49705.675,-49227.8588,-103.026768,13,7,36.755092,0,,0,49752.3,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Moore,1,170000,698.3241,-310.9412,1009.2653,1.445268,0,0,,-13600,-0.051347,0,0,0,7,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joshua Perez,5,1029051,-92.9874,104061.9185,-104154.9059,1120.09698,9,3,-10.331933,-10782.51,0.008624,0,104992,0,16,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Ramirez,4,1342000,1728.0254,56080.462,-54352.4366,-31.453494,4,1,432.00635,-864,-2.000029,0,56691.96,0,11,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joshua Rodriguez,1,429030,732.4378,6017.3806,-5284.9428,-7.215552,5,1,146.48756,0,,0,6142.4,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Scott,1,781850,365.8133,22522.5233,-22156.71,-60.568355,5,2,73.16266,0,,0,22592.48,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Smith,2,369000,1194.9614,2317.5306,-1122.5692,-0.939419,3,1,398.320467,-11910,-0.100333,0,3003.78,0,11,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joshua Taylor,2,482845,1331.9728,28498.4309,-27166.4581,-20.395655,15,8,88.798187,-11875,-0.112166,0,29190.46,0,10,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Joshua Thompson,1,400000,487.6535,-5420.875,5908.5285,12.116243,6,2,81.275583,0,,0,-5287,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Torres,1,550000,528.486,49294.54,-48766.054,-92.275016,27,15,19.573556,0,,0,49387.14,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Williams,1,0,0,1700,-1700,,4,3,0,0,,0,1700,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Joshua Wilson,4,730489,-449.323,21155.8427,-21605.1657,48.083819,15,8,-29.954867,0,,0,21458.78,0,10,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Joshua Wright,2,402145,1356.8904,2005.4913,-648.6009,-0.478005,3,1,452.2968,-6256.49,-0.216877,0,2505.48,0,6,1,"contains_no_loan_bucket_rows,roi_outlier"
2025-01-01,Joshua Young,2,866776,1177.8348,3764.9649,-2587.1301,-2.196514,2,1,588.9174,0,,0,4000,0,6,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Karen Allen,3,3105250,1001.0944,76210.3416,-75209.2472,-75.127028,20,13,50.05472,-21356.25,-0.046876,0,76484.96,0,7,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Karen Clark,5,2474500,1843.0454,666369.3521,-664526.3067,-360.558837,27,15,68.260941,0,,0,666726.39,0,20,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Karen Hernandez,1,792000,275.7061,550.7064,-275.0003,-0.99744,3,1,91.902033,0,,0,616.32,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Karen Hill,2,873500,1075.138,-245.452,1320.59,1.228298,6,2,179.189667,0,,0,0,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Karen King,2,295000,1261.126,6898.734,-5637.608,-4.470297,6,1,210.187667,-5137.5,-0.245475,0,8000,0,7,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Karen Lopez,1,274928,1007.3293,300.7354,706.5939,0.701453,1,0,1007.3293,0,,0,484.11,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Karen Martin,3,1363277,1609.1411,55764.6513,-54155.5102,-33.654917,15,8,107.276073,0,,0,56135.5,0,21,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Karen Perez,1,334650,-155.6856,34756.0978,-34911.7834,224.245424,23,15,-6.768939,0,,0,34915.53,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Karen Ramirez,1,0,0,876.04,-876.04,,5,4,0,0,,0,876.04,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Karen Sanchez,3,1243059,1656.3871,209258.768,-207602.3809,-125.334459,63,34,26.291859,-3028.125,-0.547001,0,209650.74,0,8,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Karen Taylor,7,2084295,4044.3118,-1208.4739,5252.7857,1.298808,9,8,449.367978,-44483.32,-0.090917,0,733.8,0,42,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Karen Thomas,3,651632,1812.3261,1753254.9867,-1751442.6606,-966.405914,63,34,28.767081,-99072.75,-0.018293,0,1754085.2,0,48,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Karen Thompson,5,1134150,-3625.4541,1227.514,-4852.9681,1.338582,3,1,-1208.4847,0,,0,1645.92,0,7,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Karen Walker,3,1152818,1509.5848,81896.7363,-80387.1515,-53.251166,12,10,125.798733,0,,0,82507.36,0,13,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Karen White,2,558850,1613.098,35639.8692,-34026.7712,-21.094051,8,4,201.63725,-6582.75,-0.245049,0,36054.55,0,5,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Karen Williams,2,1129000,883.9433,23339.3302,-22455.3869,-25.403651,20,13,44.197165,-2418.75,-0.365455,0,23475,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Kimberly Davis,1,0,0,0,0,,1,1,0,0,,0,0,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Kimberly Flores,4,2727050,2327.5018,9677.3567,-7349.8549,-3.15783,8,2,290.937725,0,,0,10000,0,16,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Kimberly Garcia,3,2686000,1001.7933,246914.3093,-245912.516,-245.472311,19,16,52.725963,0,,0,247125.32,0,18,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Kimberly Hernandez,6,2280000,2402.8716,-761.1228,3163.9944,1.316756,9,5,266.985733,-5427.5,-0.442722,0,-216.67,0,18,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Kimberly Johnson,6,2974109,1863.2546,196074.9102,-194211.6556,-104.232484,10,6,186.32546,0,,0,196619.2,0,26,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Kimberly King,1,476215,622.9609,15337.0708,-14714.1099,-23.619636,9,1,69.217878,0,,0,15450,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Kimberly Lee,1,280000,530.1432,1810.0357,-1279.8925,-2.414239,1,0,530.1432,-280,-1.893369,0,2000,0,0,1,"margin_outlier,roi_outlier"
2025-01-01,Kimberly Martin,2,3093000,673.032,49738.6679,-49065.6359,-72.902382,17,11,39.590118,0,,0,49777.12,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Kimberly Miller,4,1265708,3477.1082,41469.617,-37992.5088,-10.926467,19,9,183.005695,-7952.615,-0.437228,0,41915.84,0,10,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Kimberly Nguyen,1,228000,444.286,2667.3947,-2223.1087,-5.003778,3,1,148.095333,-1596,-0.278375,0,2900,0,0,1,"margin_outlier,roi_outlier"
2025-01-01,Kimberly Perez,5,1479738,2923.0415,44951.8126,-42028.7711,-14.378438,15,8,194.869433,-9550.5,-0.306062,0,45902.74,0,16,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Kimberly Ramirez,1,373117,760.3628,2472.6954,-1712.3326,-2.251994,1,0,760.3628,0,,0,2616,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Kimberly Robinson,2,204000,11.6284,21341.8398,-21330.2114,-1834.320405,18,11,0.646022,-510,-0.022801,0,21472.33,0,3,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Kimberly Rodriguez,1,486034,599.6438,20961.4115,-20361.7677,-33.956438,7,3,85.6634,0,,0,21072.12,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Kimberly Sanchez,1,380000,311.7353,429.9474,-118.2121,-0.379207,2,2,155.86765,-950,-0.328142,0,500,0,1,1,"contains_no_loan_bucket_rows,roi_outlier"
2025-01-01,Kimberly Scott,1,224000,442.4486,3831.6782,-3389.2296,-7.660166,8,1,55.306075,0,,0,4068.33,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Kimberly Smith,2,380000,693.7066,10859.2368,-10165.5302,-14.653933,5,3,138.74132,0,,0,11000,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
